hist_values,plant
"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3, 6, 3, 5, 10, 14, 10, 19, 9, 7, 8, 10, 10, 6, 7, 3, 3, 1, 1, 0, 1, 0, 1, 1, 0, 0, 3, 1, 1, 0, 1, 3, 0, 2, 4, 7, 8, 9, 10, 11, 13, 16, 16, 10, 9, 7, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 0, 1, 1, 1, 2, 0, 5, 4, 12, 11, 8, 7, 9, 8, 13, 15, 10, 10, 5, 1, 2, 1, 1, 1, 4, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 5, 8, 18, 8, 6, 11, 8, 4, 5, 6, 13, 8, 8, 3, 2, 2, 1, 2, 3, 3, 3, 1, 1, 3, 1, 3, 1, 0, 3, 5, 12, 17, 7, 5, 5, 10, 5, 4, 3, 2, 5, 10, 12, 4, 4, 2, 2, 1, 5, 3, 2, 1, 4, 2, 1, 1, 2, 2, 8, 18, 7, 6, 5, 6, 3, 11, 4, 3, 1, 7, 3, 5, 8, 9, 5, 2, 2, 4, 2, 3, 2, 4, 1, 3, 1, 0, 4, 8, 17, 6, 4, 5, 5, 3, 6, 4, 6, 7, 5, 4, 6, 2, 8, 6, 7, 2, 1, 2, 3, 2, 3, 2, 0, 4, 1, 2, 1, 1, 4, 15, 7, 7, 4, 2, 3, 5, 4, 4, 4, 5, 3, 10, 5, 7, 24, 2, 1, 0, 1, 1, 3, 2, 2, 2, 1, 0, 4, 0, 1, 2, 1, 5, 14, 5, 5, 0, 8, 2, 3, 3, 3, 4, 6, 5, 51, 1, 1, 0, 1, 1, 0, 1, 0, 3, 1, 1, 1, 2, 0, 2, 0, 0, 1, 4, 9, 9, 4, 3, 2, 1, 4, 3, 2, 6, 74]",fraxinus_nigra
"[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 3, 7, 15, 10, 9, 15, 20, 14, 16, 20, 8, 10, 7, 6, 9, 5, 2, 2, 1, 1, 2, 1, 0, 0, 1, 0, 0, 1, 3, 0, 0, 2, 0, 2, 6, 3, 6, 11, 13, 13, 21, 20, 17, 18, 19, 13, 6, 5, 2, 2, 2, 0, 1, 0, 1, 3, 0, 2, 0, 2, 1, 0, 1, 3, 4, 5, 7, 3, 14, 12, 9, 12, 13, 13, 26, 18, 16, 9, 7, 3, 1, 1, 1, 3, 0, 2, 3, 0, 0, 3, 0, 1, 3, 6, 10, 7, 8, 10, 10, 8, 7, 6, 13, 17, 18, 22, 11, 5, 7, 4, 0, 1, 4, 2, 0, 3, 0, 3, 1, 2, 1, 3, 9, 9, 7, 5, 14, 15, 8, 4, 5, 5, 13, 14, 21, 16, 7, 4, 6, 4, 1, 1, 3, 2, 3, 1, 2, 2, 1, 4, 3, 3, 12, 8, 5, 5, 12, 19, 8, 2, 7, 6, 4, 13, 14, 10, 12, 11, 8, 4, 1, 4, 2, 3, 1, 3, 2, 2, 4, 2, 8, 12, 8, 6, 5, 19, 12, 8, 4, 5, 7, 5, 6, 13, 12, 13, 8, 4, 3, 4, 2, 4, 2, 2, 4, 2, 2, 4, 2, 12, 9, 10, 4, 10, 9, 16, 7, 7, 5, 3, 6, 10, 7, 14, 7, 7, 6, 5, 4, 4, 1, 4, 2, 3, 3, 2, 2, 4, 2, 9, 8, 10, 8, 5, 10, 4, 14, 7, 7, 5, 5, 6, 5, 11, 5, 5, 3, 15, 17, 4, 1, 1, 3, 2, 3, 1, 3, 1, 1, 2, 4, 8, 8, 6, 8, 6, 6, 6, 5, 5, 9, 6, 7, 6, 6, 4, 6, 10, 48]",fraxinus_nigra
"[1, 1, 0, 0, 2, 0, 1, 0, 0, 1, 5, 7, 11, 14, 19, 19, 24, 19, 19, 15, 8, 6, 4, 0, 2, 0, 0, 1, 0, 1, 2, 1, 1, 1, 1, 1, 2, 0, 2, 0, 1, 0, 1, 2, 7, 13, 14, 25, 21, 32, 21, 14, 9, 4, 1, 2, 0, 0, 1, 1, 2, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 16, 16, 17, 7, 13, 21, 24, 21, 13, 2, 4, 1, 1, 1, 1, 3, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 14, 26, 11, 4, 3, 12, 9, 20, 25, 18, 6, 2, 2, 1, 2, 3, 2, 2, 4, 0, 1, 2, 1, 3, 2, 1, 1, 1, 1, 3, 2, 23, 23, 8, 2, 2, 5, 8, 2, 6, 14, 18, 23, 16, 1, 3, 4, 2, 2, 2, 1, 3, 3, 1, 1, 2, 3, 1, 2, 28, 19, 6, 5, 1, 0, 7, 9, 9, 5, 10, 14, 13, 13, 8, 3, 4, 3, 4, 1, 2, 3, 3, 1, 1, 2, 4, 0, 13, 19, 13, 9, 4, 3, 5, 6, 10, 7, 5, 5, 7, 7, 8, 14, 9, 8, 4, 3, 4, 1, 2, 3, 3, 2, 2, 3, 1, 12, 18, 9, 10, 6, 2, 9, 6, 6, 8, 5, 4, 8, 7, 6, 9, 5, 12, 10, 3, 4, 2, 2, 2, 1, 3, 3, 1, 1, 2, 3, 3, 17, 11, 6, 11, 3, 6, 2, 6, 5, 8, 6, 7, 5, 8, 6, 10, 33, 3, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 0, 1, 2, 2, 10, 14, 9, 5, 6, 3, 8, 3, 4, 1, 4, 7, 11, 8, 61]",fraxinus_nigra
"[2, 4, 6, 8, 3, 3, 6, 4, 6, 3, 7, 3, 2, 4, 5, 12, 33, 85, 78, 84, 31, 27, 21, 12, 8, 14, 22, 18, 15, 10, 3, 9, 12, 8, 11, 12, 4, 11, 10, 8, 12, 10, 17, 17, 21, 19, 40, 32, 17, 7, 29, 25, 21, 22, 22, 41, 25, 25, 31, 15, 7, 18, 15, 17, 16, 14, 13, 16, 20, 10, 18, 10, 13, 10, 15, 18, 16, 19, 9, 6, 10, 11, 11, 19, 69, 53, 33, 26, 14, 10, 9, 22, 22, 19, 20, 10, 15, 9, 13, 17, 12, 16, 11, 17, 13, 12, 12, 16, 13, 17, 13, 16, 12, 23, 22, 23, 37, 30, 46, 19, 10, 22, 15, 14, 17, 17, 14, 7, 14, 20, 15, 20, 20, 18, 24, 20, 20, 20, 28, 17, 10, 14, 20, 17, 29, 18, 16, 32, 13, 15, 6, 5, 8, 11, 13, 14, 16, 21, 17, 20, 27, 30, 21, 27, 23, 18, 23, 25, 20, 15, 19, 12, 17, 22, 20, 14, 14, 24, 17, 17, 3, 3, 4, 6, 20, 15, 26, 21, 27, 22, 30, 19, 22, 25, 19, 21, 18, 25, 20, 12, 18, 12, 17, 26, 14, 18, 18, 25, 15, 15, 3, 3, 7, 12, 24, 23, 25, 20, 17, 21, 19, 25, 12, 21, 17, 16, 16, 18, 28, 12, 16, 17, 13, 19, 29, 18, 21, 21, 27, 16, 3, 4, 11, 21, 23, 16, 17, 16, 10, 8, 14, 19, 17, 16, 16, 11, 17, 18, 15, 13, 23, 21, 19, 14, 13, 21, 30, 28, 28, 54, 4, 5, 5, 8, 7, 13, 15, 13, 10, 11, 20, 9, 7, 10, 9, 18, 16, 18, 18, 10, 19, 12, 19, 20, 24, 20, 20, 17, 38, 121]",fraxinus_nigra
"[1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 5, 10, 18, 43, 33, 41, 33, 17, 4, 2, 2, 0, 0, 1, 1, 0, 1, 1, 1, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 1, 2, 1, 8, 16, 36, 51, 45, 25, 14, 3, 2, 0, 1, 1, 1, 0, 1, 2, 2, 2, 0, 1, 0, 1, 2, 1, 0, 3, 0, 1, 4, 5, 14, 27, 43, 37, 33, 18, 10, 6, 2, 0, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 0, 3, 1, 2, 1, 0, 2, 3, 23, 36, 28, 23, 28, 22, 18, 6, 5, 2, 0, 2, 1, 1, 2, 4, 0, 1, 1, 2, 1, 3, 1, 2, 1, 0, 0, 2, 5, 29, 43, 20, 9, 18, 26, 17, 11, 9, 5, 2, 1, 1, 2, 2, 3, 1, 2, 2, 1, 3, 1, 2, 1, 0, 0, 2, 3, 7, 43, 40, 15, 8, 6, 10, 19, 19, 7, 9, 6, 2, 1, 2, 1, 4, 2, 2, 2, 3, 2, 2, 1, 0, 0, 2, 2, 3, 17, 53, 23, 15, 6, 6, 6, 6, 18, 19, 3, 8, 7, 2, 1, 2, 3, 4, 2, 2, 3, 2, 3, 0, 0, 0, 3, 3, 9, 35, 39, 12, 14, 7, 5, 8, 7, 12, 10, 12, 6, 7, 5, 2, 2, 2, 4, 2, 2, 3, 3, 3, 1, 0, 0, 3, 1, 9, 21, 34, 23, 10, 9, 13, 10, 2, 8, 8, 7, 9, 8, 9, 10, 2, 2, 2, 4, 2, 2, 3, 3, 3, 1, 0, 0, 3, 5, 13, 26, 18, 21, 12, 8, 13, 11, 6, 9, 5, 8, 6, 7, 11, 12]",fraxinus_nigra
"[2, 1, 0, 2, 1, 0, 0, 1, 1, 3, 2, 2, 8, 11, 14, 16, 11, 26, 29, 14, 14, 18, 18, 9, 8, 3, 4, 2, 3, 1, 2, 1, 1, 1, 0, 0, 3, 0, 1, 0, 0, 2, 0, 2, 1, 3, 4, 12, 6, 10, 18, 21, 24, 31, 30, 16, 13, 17, 2, 3, 2, 2, 1, 0, 3, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 4, 5, 7, 9, 9, 19, 14, 18, 19, 24, 29, 21, 20, 8, 5, 3, 1, 1, 3, 1, 0, 1, 1, 0, 1, 0, 0, 1, 3, 3, 6, 3, 7, 4, 12, 18, 19, 16, 16, 19, 23, 26, 18, 14, 4, 3, 2, 2, 1, 1, 1, 1, 1, 0, 0, 2, 4, 2, 2, 1, 5, 3, 8, 10, 16, 19, 28, 18, 10, 11, 12, 16, 22, 19, 4, 4, 1, 3, 1, 1, 1, 1, 0, 0, 5, 4, 1, 0, 1, 3, 7, 8, 15, 21, 18, 18, 17, 12, 10, 8, 11, 8, 14, 20, 11, 4, 3, 2, 1, 1, 1, 0, 4, 3, 3, 0, 0, 2, 3, 6, 15, 19, 16, 18, 14, 14, 21, 6, 6, 4, 10, 6, 12, 15, 15, 4, 4, 1, 2, 1, 0, 4, 4, 2, 0, 1, 2, 4, 9, 12, 21, 23, 13, 15, 10, 18, 5, 6, 3, 5, 13, 9, 12, 10, 11, 4, 4, 2, 1, 1, 0, 5, 4, 1, 0, 2, 3, 8, 11, 8, 32, 20, 9, 9, 10, 12, 6, 5, 7, 8, 7, 11, 11, 11, 12, 5, 3, 2, 1, 1, 0, 7, 3, 0, 1, 2, 4, 10, 8, 20, 21, 20, 11, 6, 2, 9, 10, 7, 8, 8, 10, 9, 10, 12, 14]",fraxinus_nigra
"[1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 2, 0, 1, 3, 3, 3, 2, 8, 13, 22, 40, 47, 36, 35, 10, 4, 3, 1, 2, 1, 0, 0, 1, 2, 2, 3, 1, 3, 2, 0, 2, 3, 2, 1, 2, 1, 10, 6, 20, 18, 26, 35, 35, 25, 24, 10, 2, 1, 2, 3, 3, 1, 2, 1, 3, 1, 0, 1, 1, 2, 3, 0, 3, 4, 3, 8, 7, 6, 25, 17, 32, 19, 25, 24, 25, 16, 2, 1, 2, 4, 3, 1, 2, 2, 1, 1, 0, 2, 2, 0, 3, 5, 3, 4, 4, 5, 8, 7, 18, 25, 25, 13, 23, 22, 11, 20, 16, 9, 1, 5, 3, 1, 3, 1, 1, 0, 2, 1, 3, 2, 3, 6, 2, 4, 4, 10, 6, 14, 24, 20, 18, 16, 14, 9, 17, 14, 20, 16, 1, 6, 2, 3, 2, 1, 0, 3, 1, 3, 3, 3, 3, 4, 4, 5, 4, 10, 20, 25, 13, 14, 15, 17, 7, 4, 6, 19, 21, 17, 5, 6, 2, 4, 1, 1, 3, 2, 2, 4, 2, 2, 6, 3, 6, 7, 8, 23, 22, 15, 15, 16, 6, 11, 11, 4, 10, 5, 20, 16, 7, 6, 3, 4, 1, 2, 2, 3, 4, 3, 2, 3, 5, 7, 7, 11, 16, 24, 22, 20, 6, 9, 7, 8, 11, 5, 9, 10, 9, 9, 12, 7, 4, 2, 2, 2, 4, 4, 3, 2, 3, 6, 8, 7, 15, 15, 25, 28, 9, 7, 7, 11, 7, 13, 7, 9, 5, 9, 10, 8, 1, 7, 4, 2, 1, 3, 3, 4, 4, 2, 3, 1, 10, 10, 10, 19, 23, 14, 16, 9, 10, 9, 6, 10, 8, 9, 7, 12, 6, 12, 6]",fraxinus_nigra
"[1, 0, 1, 0, 2, 0, 1, 1, 1, 1, 1, 0, 8, 5, 8, 27, 24, 21, 14, 21, 18, 16, 11, 4, 3, 0, 5, 0, 3, 2, 2, 1, 1, 2, 0, 2, 1, 0, 1, 0, 1, 1, 1, 1, 0, 8, 6, 11, 13, 23, 29, 30, 26, 17, 9, 7, 1, 3, 1, 1, 3, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 6, 8, 9, 15, 16, 16, 17, 35, 24, 13, 13, 3, 3, 0, 2, 4, 1, 2, 1, 2, 1, 1, 2, 2, 1, 0, 2, 2, 1, 2, 1, 1, 10, 10, 9, 14, 11, 12, 10, 22, 21, 28, 16, 6, 4, 4, 2, 2, 1, 2, 1, 3, 2, 0, 2, 2, 2, 2, 2, 1, 1, 5, 13, 12, 12, 14, 6, 10, 14, 13, 14, 20, 19, 14, 4, 4, 2, 3, 1, 2, 3, 2, 0, 3, 2, 1, 4, 1, 1, 3, 3, 12, 12, 13, 16, 10, 7, 7, 11, 11, 11, 14, 16, 17, 7, 4, 3, 2, 2, 2, 4, 0, 3, 2, 3, 2, 2, 1, 4, 1, 8, 14, 12, 21, 10, 7, 6, 7, 9, 11, 10, 5, 13, 16, 15, 4, 4, 1, 3, 3, 2, 1, 4, 1, 4, 2, 2, 3, 2, 3, 14, 18, 19, 11, 5, 7, 6, 6, 13, 7, 12, 7, 12, 13, 10, 4, 4, 2, 2, 3, 2, 1, 4, 2, 3, 2, 2, 4, 3, 5, 11, 27, 10, 7, 7, 6, 5, 9, 5, 10, 10, 12, 13, 15, 9, 4, 2, 3, 1, 3, 2, 2, 1, 4, 1, 3, 2, 2, 3, 2, 6, 16, 19, 10, 4, 6, 5, 8, 5, 6, 6, 13, 14, 15, 31]",fraxinus_nigra
"[1, 0, 3, 0, 1, 1, 2, 0, 1, 7, 1, 5, 4, 13, 17, 23, 25, 24, 23, 12, 24, 23, 25, 10, 7, 6, 5, 2, 0, 1, 2, 1, 1, 1, 1, 1, 4, 0, 0, 2, 3, 1, 2, 2, 5, 1, 8, 7, 24, 29, 33, 33, 26, 29, 21, 15, 6, 3, 2, 3, 2, 2, 1, 2, 2, 1, 0, 3, 2, 1, 2, 5, 1, 3, 3, 6, 4, 10, 17, 27, 36, 31, 36, 28, 18, 7, 4, 4, 3, 5, 3, 2, 3, 1, 1, 4, 0, 2, 3, 2, 3, 5, 2, 5, 3, 4, 13, 17, 27, 26, 30, 31, 27, 21, 10, 4, 2, 6, 4, 5, 4, 2, 3, 2, 3, 2, 3, 1, 4, 0, 6, 5, 2, 5, 7, 13, 27, 31, 18, 15, 16, 25, 31, 13, 4, 6, 2, 6, 4, 6, 5, 4, 1, 4, 2, 4, 2, 2, 4, 2, 4, 8, 7, 9, 11, 19, 42, 13, 9, 12, 11, 22, 24, 13, 5, 8, 2, 5, 5, 7, 5, 4, 4, 3, 4, 4, 2, 4, 0, 7, 6, 10, 8, 12, 23, 30, 13, 15, 7, 10, 7, 18, 26, 12, 4, 5, 5, 5, 6, 7, 6, 4, 5, 5, 4, 2, 4, 2, 4, 13, 3, 12, 17, 23, 21, 14, 5, 17, 7, 11, 9, 12, 23, 14, 4, 6, 2, 4, 5, 8, 6, 5, 5, 5, 4, 4, 3, 6, 8, 6, 15, 19, 27, 11, 13, 7, 10, 14, 11, 12, 6, 12, 13, 18, 3, 4, 3, 5, 5, 6, 6, 7, 5, 6, 4, 2, 3, 6, 10, 13, 14, 24, 17, 9, 9, 13, 7, 13, 14, 8, 10, 6, 7, 12, 15, 6, 1, 5, 6, 8]",fraxinus_nigra
"[1, 2, 0, 1, 1, 1, 1, 3, 2, 0, 5, 6, 8, 17, 16, 15, 22, 26, 14, 23, 18, 17, 14, 8, 7, 4, 5, 3, 0, 1, 2, 1, 2, 2, 0, 1, 1, 0, 2, 0, 3, 1, 1, 0, 4, 2, 8, 12, 20, 23, 40, 30, 27, 15, 17, 9, 6, 7, 3, 2, 2, 4, 1, 1, 1, 2, 2, 1, 0, 2, 1, 2, 1, 3, 0, 2, 2, 5, 14, 14, 22, 30, 36, 35, 18, 12, 10, 7, 9, 2, 3, 3, 2, 2, 2, 1, 1, 2, 3, 0, 2, 0, 0, 2, 0, 2, 5, 9, 23, 16, 13, 19, 23, 40, 24, 20, 11, 3, 7, 3, 3, 4, 1, 2, 3, 1, 2, 3, 2, 0, 0, 0, 0, 1, 3, 4, 3, 8, 28, 10, 17, 12, 16, 17, 20, 29, 22, 19, 8, 3, 6, 2, 2, 3, 1, 2, 3, 2, 0, 0, 0, 1, 2, 2, 5, 5, 11, 13, 19, 13, 18, 12, 9, 12, 11, 24, 27, 21, 12, 3, 6, 2, 2, 3, 3, 3, 2, 0, 0, 0, 2, 1, 1, 6, 4, 15, 11, 8, 18, 23, 15, 6, 6, 12, 9, 7, 22, 25, 15, 14, 6, 2, 5, 1, 5, 2, 0, 0, 0, 3, 1, 4, 4, 10, 14, 11, 13, 20, 20, 8, 10, 7, 10, 9, 3, 12, 23, 18, 13, 7, 6, 4, 4, 2, 5, 0, 0, 1, 2, 3, 4, 8, 11, 15, 15, 18, 12, 15, 14, 4, 11, 8, 9, 7, 9, 8, 21, 17, 5, 3, 6, 4, 4, 5, 2, 0, 0, 3, 3, 4, 9, 13, 18, 17, 12, 11, 15, 10, 11, 5, 12, 13, 4, 7, 5, 12, 18, 7, 7, 4]",fraxinus_nigra
"[3, 0, 0, 1, 1, 1, 1, 1, 1, 0, 5, 3, 9, 12, 25, 30, 33, 28, 37, 33, 21, 10, 9, 8, 2, 2, 1, 1, 0, 1, 2, 2, 3, 2, 2, 2, 0, 2, 1, 1, 2, 1, 2, 2, 3, 13, 14, 20, 39, 29, 32, 29, 24, 17, 18, 5, 6, 2, 2, 2, 2, 4, 0, 1, 2, 1, 2, 3, 3, 4, 3, 3, 1, 1, 3, 1, 4, 9, 22, 39, 31, 42, 26, 31, 14, 12, 7, 4, 2, 2, 3, 3, 1, 3, 2, 2, 2, 3, 3, 2, 5, 2, 1, 2, 4, 3, 4, 4, 19, 29, 44, 45, 19, 17, 25, 17, 7, 3, 3, 2, 6, 0, 3, 2, 2, 4, 2, 4, 2, 1, 2, 4, 3, 2, 4, 4, 6, 7, 12, 24, 32, 41, 25, 21, 17, 18, 19, 8, 2, 2, 6, 0, 3, 3, 4, 2, 4, 2, 2, 1, 2, 4, 5, 1, 4, 6, 6, 9, 9, 16, 26, 30, 30, 17, 12, 24, 18, 9, 10, 14, 6, 2, 3, 3, 4, 4, 3, 2, 1, 3, 3, 4, 4, 4, 10, 6, 14, 10, 17, 31, 26, 22, 13, 11, 19, 24, 8, 6, 9, 7, 6, 3, 3, 4, 5, 4, 1, 2, 3, 2, 3, 6, 6, 7, 11, 12, 16, 15, 13, 31, 18, 15, 17, 7, 15, 16, 16, 7, 7, 8, 6, 3, 4, 5, 5, 3, 2, 3, 2, 2, 7, 6, 9, 11, 16, 16, 15, 12, 25, 17, 11, 16, 19, 5, 13, 11, 18, 8, 5, 4, 6, 4, 4, 6, 4, 2, 3, 3, 1, 4, 6, 8, 10, 12, 16, 18, 11, 14, 17, 13, 15, 12, 15, 13, 9, 8, 9, 15, 11, 10]",fraxinus_nigra
"[2, 1, 1, 1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 4, 2, 5, 12, 16, 14, 15, 8, 16, 15, 11, 8, 13, 8, 1, 3, 1, 2, 3, 0, 2, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 3, 3, 2, 8, 13, 14, 23, 23, 22, 16, 17, 2, 1, 1, 2, 3, 2, 2, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 3, 2, 6, 6, 12, 10, 13, 11, 12, 24, 22, 16, 9, 1, 4, 3, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 2, 5, 5, 5, 6, 7, 12, 12, 8, 5, 5, 10, 14, 20, 20, 12, 4, 3, 1, 1, 1, 1, 0, 0, 0, 2, 0, 0, 4, 5, 5, 5, 7, 4, 13, 13, 6, 5, 5, 6, 4, 9, 11, 15, 18, 13, 4, 4, 1, 1, 1, 0, 0, 1, 1, 0, 4, 3, 7, 8, 3, 8, 11, 12, 5, 6, 6, 8, 5, 4, 7, 4, 8, 12, 18, 9, 7, 1, 1, 2, 0, 0, 2, 0, 4, 3, 7, 7, 6, 12, 10, 10, 4, 9, 3, 8, 8, 5, 3, 5, 8, 5, 3, 12, 8, 8, 7, 2, 1, 1, 0, 2, 0, 4, 5, 10, 5, 12, 11, 12, 4, 9, 5, 7, 8, 5, 3, 7, 8, 1, 5, 3, 11, 4, 5, 4, 7, 1, 1, 2, 0, 0, 2, 2, 4, 3, 12, 3, 13, 10, 9, 6, 5, 8, 3, 8, 8, 5, 1, 7, 8, 3, 4, 10, 7, 9, 4, 4, 1, 0, 2, 0, 0, 1, 1, 2, 3, 3, 11, 4, 8, 9, 7, 8, 5, 4, 8, 4, 7, 6, 4, 6, 4, 8, 5, 32]",fraxinus_nigra
"[3, 0, 0, 2, 2, 1, 0, 0, 2, 0, 0, 1, 4, 10, 12, 20, 17, 20, 15, 24, 20, 19, 11, 15, 10, 6, 6, 6, 3, 1, 2, 1, 3, 0, 1, 0, 2, 0, 2, 1, 1, 1, 2, 0, 0, 4, 1, 1, 12, 22, 23, 36, 28, 27, 20, 20, 5, 7, 6, 2, 2, 4, 1, 0, 0, 2, 1, 1, 2, 0, 2, 0, 4, 2, 3, 4, 1, 6, 6, 12, 22, 16, 33, 28, 17, 28, 12, 10, 8, 3, 3, 3, 1, 0, 2, 2, 1, 0, 1, 3, 4, 4, 1, 5, 1, 6, 3, 14, 16, 5, 14, 10, 21, 29, 23, 20, 22, 5, 7, 4, 4, 3, 0, 2, 2, 1, 1, 2, 4, 4, 2, 4, 4, 5, 8, 11, 12, 7, 9, 6, 12, 10, 17, 14, 23, 20, 15, 15, 9, 4, 4, 3, 2, 2, 1, 1, 4, 5, 2, 4, 5, 8, 8, 9, 9, 13, 5, 9, 7, 10, 5, 9, 11, 10, 13, 10, 23, 19, 14, 5, 6, 1, 4, 1, 1, 4, 5, 5, 5, 9, 9, 10, 11, 8, 9, 6, 9, 6, 9, 4, 10, 6, 10, 9, 7, 6, 11, 20, 19, 10, 7, 2, 2, 2, 5, 6, 6, 9, 9, 12, 12, 9, 10, 7, 7, 8, 5, 7, 9, 5, 8, 11, 8, 1, 8, 7, 6, 14, 19, 9, 7, 2, 3, 3, 7, 6, 7, 12, 13, 12, 8, 11, 8, 8, 8, 6, 7, 9, 6, 10, 9, 5, 5, 7, 8, 10, 6, 14, 7, 6, 6, 2, 3, 2, 2, 7, 6, 5, 10, 9, 11, 9, 8, 8, 6, 7, 8, 6, 4, 8, 8, 6, 7, 10, 9, 0, 10, 8, 12, 33]",fraxinus_nigra
"[2, 3, 1, 0, 5, 6, 2, 5, 4, 7, 4, 4, 4, 6, 7, 12, 38, 52, 54, 34, 14, 9, 5, 5, 6, 3, 5, 2, 4, 5, 5, 4, 10, 7, 10, 10, 9, 3, 11, 9, 7, 10, 4, 12, 39, 32, 24, 14, 10, 12, 12, 11, 6, 7, 6, 4, 3, 3, 5, 9, 9, 9, 13, 7, 13, 10, 8, 15, 13, 9, 15, 22, 37, 24, 5, 4, 3, 6, 1, 5, 7, 17, 16, 10, 8, 5, 4, 4, 4, 5, 5, 7, 8, 9, 10, 5, 11, 8, 7, 13, 11, 5, 15, 25, 13, 18, 10, 16, 8, 9, 7, 8, 6, 4, 3, 2, 7, 15, 17, 26, 3, 4, 7, 5, 10, 6, 10, 11, 12, 10, 8, 9, 12, 9, 14, 22, 11, 13, 14, 11, 16, 9, 14, 3, 7, 5, 4, 6, 15, 28, 3, 4, 6, 7, 9, 6, 8, 14, 14, 13, 14, 14, 12, 11, 15, 12, 8, 7, 7, 7, 8, 8, 10, 12, 12, 9, 5, 11, 20, 22, 3, 4, 8, 7, 9, 9, 12, 16, 18, 15, 13, 14, 8, 10, 8, 8, 6, 10, 3, 5, 5, 6, 7, 8, 8, 15, 14, 11, 21, 27, 4, 7, 8, 10, 8, 9, 14, 13, 12, 12, 8, 13, 10, 6, 10, 7, 6, 7, 6, 7, 5, 5, 5, 5, 9, 5, 12, 18, 24, 43, 5, 6, 5, 6, 8, 6, 6, 10, 8, 10, 8, 13, 10, 4, 11, 10, 6, 11, 5, 6, 8, 5, 9, 5, 6, 5, 7, 11, 15, 83, 3, 3, 3, 5, 5, 6, 5, 5, 3, 7, 6, 8, 9, 7, 10, 10, 6, 7, 11, 8, 9, 10, 4, 7, 9, 9, 7, 8, 9, 109]",fraxinus_nigra
"[1, 1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 4, 5, 6, 9, 16, 23, 14, 21, 20, 23, 23, 16, 14, 19, 11, 6, 6, 4, 4, 2, 1, 2, 1, 0, 0, 0, 2, 1, 0, 2, 0, 2, 1, 2, 5, 14, 14, 19, 22, 31, 30, 28, 32, 12, 16, 4, 3, 2, 2, 2, 2, 2, 0, 0, 3, 1, 1, 3, 0, 0, 2, 0, 2, 0, 4, 14, 18, 15, 17, 14, 31, 36, 28, 25, 18, 2, 5, 4, 1, 3, 3, 0, 1, 3, 1, 3, 0, 2, 1, 1, 0, 1, 1, 0, 7, 15, 19, 18, 20, 20, 19, 22, 22, 26, 19, 11, 6, 4, 2, 4, 2, 0, 4, 2, 2, 2, 2, 0, 1, 1, 0, 1, 3, 2, 9, 19, 20, 25, 17, 21, 16, 9, 3, 19, 25, 21, 6, 11, 3, 5, 1, 3, 3, 2, 2, 2, 1, 1, 0, 3, 2, 4, 3, 4, 20, 23, 22, 19, 21, 9, 11, 10, 5, 7, 15, 19, 18, 9, 6, 6, 0, 5, 3, 2, 2, 1, 1, 2, 3, 5, 4, 3, 4, 19, 23, 26, 24, 11, 10, 10, 6, 8, 6, 10, 12, 13, 15, 9, 7, 6, 3, 5, 2, 2, 2, 0, 4, 4, 5, 4, 5, 2, 18, 31, 33, 8, 13, 10, 7, 10, 8, 9, 8, 7, 8, 14, 9, 8, 5, 6, 4, 4, 4, 1, 1, 3, 5, 5, 4, 6, 1, 14, 26, 36, 13, 6, 9, 12, 9, 11, 9, 7, 4, 8, 7, 8, 9, 9, 9, 6, 5, 3, 4, 2, 1, 4, 6, 4, 6, 3, 9, 24, 32, 19, 10, 4, 9, 14, 8, 9, 7, 8, 6, 5, 8, 10, 14, 5, 5]",fraxinus_nigra
